,Predicted,PLAYER1_NAME,"('x_loc', 1, 'Danny Green')","('x_loc', 1, 'Kawhi Leonard')","('x_loc', 1, 'LaMarcus Aldridge')","('x_loc', 1, 'Tim Duncan')","('x_loc', 1, 'Tony Parker')","('x_loc', 2, 'Danny Green')","('x_loc', 2, 'Kawhi Leonard')","('x_loc', 2, 'LaMarcus Aldridge')","('x_loc', 2, 'Tim Duncan')","('x_loc', 2, 'Tony Parker')","('x_loc', 3, 'Danny Green')","('x_loc', 3, 'Kawhi Leonard')","('x_loc', 3, 'LaMarcus Aldridge')","('x_loc', 3, 'Tim Duncan')","('x_loc', 3, 'Tony Parker')","('x_loc', 4, 'Danny Green')","('x_loc', 4, 'Kawhi Leonard')","('x_loc', 4, 'LaMarcus Aldridge')","('x_loc', 4, 'Tim Duncan')","('x_loc', 4, 'Tony Parker')","('x_loc', 5, 'Danny Green')","('x_loc', 5, 'Kawhi Leonard')","('x_loc', 5, 'LaMarcus Aldridge')","('x_loc', 5, 'Tim Duncan')","('x_loc', 5, 'Tony Parker')","('x_loc', 6, 'Danny Green')","('x_loc', 6, 'Kawhi Leonard')","('x_loc', 6, 'LaMarcus Aldridge')","('x_loc', 6, 'Tim Duncan')","('x_loc', 6, 'Tony Parker')","('x_loc', 7, 'Danny Green')","('x_loc', 7, 'Kawhi Leonard')","('x_loc', 7, 'LaMarcus Aldridge')","('x_loc', 7, 'Tim Duncan')","('x_loc', 7, 'Tony Parker')","('x_loc', 8, 'Danny Green')","('x_loc', 8, 'Kawhi Leonard')","('x_loc', 8, 'LaMarcus Aldridge')","('x_loc', 8, 'Tim Duncan')","('x_loc', 8, 'Tony Parker')","('x_loc', 9, 'Danny Green')","('x_loc', 9, 'Kawhi Leonard')","('x_loc', 9, 'LaMarcus Aldridge')","('x_loc', 9, 'Tim Duncan')","('x_loc', 9, 'Tony Parker')","('x_loc', 10, 'Danny Green')","('x_loc', 10, 'Kawhi Leonard')","('x_loc', 10, 'LaMarcus Aldridge')","('x_loc', 10, 'Tim Duncan')","('x_loc', 10, 'Tony Parker')","('x_loc', 11, 'Danny Green')","('x_loc', 11, 'Kawhi Leonard')","('x_loc', 11, 'LaMarcus Aldridge')","('x_loc', 11, 'Tim Duncan')","('x_loc', 11, 'Tony Parker')","('x_loc', 12, 'Danny Green')","('x_loc', 12, 'Kawhi Leonard')","('x_loc', 12, 'LaMarcus Aldridge')","('x_loc', 12, 'Tim Duncan')","('x_loc', 12, 'Tony Parker')","('x_loc', 13, 'Danny Green')","('x_loc', 13, 'Kawhi Leonard')","('x_loc', 13, 'LaMarcus Aldridge')","('x_loc', 13, 'Tim Duncan')","('x_loc', 13, 'Tony Parker')","('x_loc', 14, 'Danny Green')","('x_loc', 14, 'Kawhi Leonard')","('x_loc', 14, 'LaMarcus Aldridge')","('x_loc', 14, 'Tim Duncan')","('x_loc', 14, 'Tony Parker')","('x_loc', 15, 'Danny Green')","('x_loc', 15, 'Kawhi Leonard')","('x_loc', 15, 'LaMarcus Aldridge')","('x_loc', 15, 'Tim Duncan')","('x_loc', 15, 'Tony Parker')","('x_loc', 16, 'Danny Green')","('x_loc', 16, 'Kawhi Leonard')","('x_loc', 16, 'LaMarcus Aldridge')","('x_loc', 16, 'Tim Duncan')","('x_loc', 16, 'Tony Parker')","('x_loc', 17, 'Danny Green')","('x_loc', 17, 'Kawhi Leonard')","('x_loc', 17, 'LaMarcus Aldridge')","('x_loc', 17, 'Tim Duncan')","('x_loc', 17, 'Tony Parker')","('x_loc', 18, 'Danny Green')","('x_loc', 18, 'Kawhi Leonard')","('x_loc', 18, 'LaMarcus Aldridge')","('x_loc', 18, 'Tim Duncan')","('x_loc', 18, 'Tony Parker')","('x_loc', 19, 'Danny Green')","('x_loc', 19, 'Kawhi Leonard')","('x_loc', 19, 'LaMarcus Aldridge')","('x_loc', 19, 'Tim Duncan')","('x_loc', 19, 'Tony Parker')","('x_loc', 20, 'Danny Green')","('x_loc', 20, 'Kawhi Leonard')","('x_loc', 20, 'LaMarcus Aldridge')","('x_loc', 20, 'Tim Duncan')","('x_loc', 20, 'Tony Parker')","('x_loc', 21, 'Danny Green')","('x_loc', 21, 'Kawhi Leonard')","('x_loc', 21, 'LaMarcus Aldridge')","('x_loc', 21, 'Tim Duncan')","('x_loc', 21, 'Tony Parker')","('x_loc', 22, 'Danny Green')","('x_loc', 22, 'Kawhi Leonard')","('x_loc', 22, 'LaMarcus Aldridge')","('x_loc', 22, 'Tim Duncan')","('x_loc', 22, 'Tony Parker')","('x_loc', 23, 'Danny Green')","('x_loc', 23, 'Kawhi Leonard')","('x_loc', 23, 'LaMarcus Aldridge')","('x_loc', 23, 'Tim Duncan')","('x_loc', 23, 'Tony Parker')","('x_loc', 24, 'Danny Green')","('x_loc', 24, 'Kawhi Leonard')","('x_loc', 24, 'LaMarcus Aldridge')","('x_loc', 24, 'Tim Duncan')","('x_loc', 24, 'Tony Parker')","('x_loc', 25, 'Danny Green')","('x_loc', 25, 'Kawhi Leonard')","('x_loc', 25, 'LaMarcus Aldridge')","('x_loc', 25, 'Tim Duncan')","('x_loc', 25, 'Tony Parker')","('x_loc', 26, 'Danny Green')","('x_loc', 26, 'Kawhi Leonard')","('x_loc', 26, 'LaMarcus Aldridge')","('x_loc', 26, 'Tim Duncan')","('x_loc', 26, 'Tony Parker')","('x_loc', 27, 'Danny Green')","('x_loc', 27, 'Kawhi Leonard')","('x_loc', 27, 'LaMarcus Aldridge')","('x_loc', 27, 'Tim Duncan')","('x_loc', 27, 'Tony Parker')","('x_loc', 28, 'Danny Green')","('x_loc', 28, 'Kawhi Leonard')","('x_loc', 28, 'LaMarcus Aldridge')","('x_loc', 28, 'Tim Duncan')","('x_loc', 28, 'Tony Parker')","('x_loc', 29, 'Danny Green')","('x_loc', 29, 'Kawhi Leonard')","('x_loc', 29, 'LaMarcus Aldridge')","('x_loc', 29, 'Tim Duncan')","('x_loc', 29, 'Tony Parker')","('x_loc', 30, 'Danny Green')","('x_loc', 30, 'Kawhi Leonard')","('x_loc', 30, 'LaMarcus Aldridge')","('x_loc', 30, 'Tim Duncan')","('x_loc', 30, 'Tony Parker')","('y_loc', 1, 'Danny Green')","('y_loc', 1, 'Kawhi Leonard')","('y_loc', 1, 'LaMarcus Aldridge')","('y_loc', 1, 'Tim Duncan')","('y_loc', 1, 'Tony Parker')","('y_loc', 2, 'Danny Green')","('y_loc', 2, 'Kawhi Leonard')","('y_loc', 2, 'LaMarcus Aldridge')","('y_loc', 2, 'Tim Duncan')","('y_loc', 2, 'Tony Parker')","('y_loc', 3, 'Danny Green')","('y_loc', 3, 'Kawhi Leonard')","('y_loc', 3, 'LaMarcus Aldridge')","('y_loc', 3, 'Tim Duncan')","('y_loc', 3, 'Tony Parker')","('y_loc', 4, 'Danny Green')","('y_loc', 4, 'Kawhi Leonard')","('y_loc', 4, 'LaMarcus Aldridge')","('y_loc', 4, 'Tim Duncan')","('y_loc', 4, 'Tony Parker')","('y_loc', 5, 'Danny Green')","('y_loc', 5, 'Kawhi Leonard')","('y_loc', 5, 'LaMarcus Aldridge')","('y_loc', 5, 'Tim Duncan')","('y_loc', 5, 'Tony Parker')","('y_loc', 6, 'Danny Green')","('y_loc', 6, 'Kawhi Leonard')","('y_loc', 6, 'LaMarcus Aldridge')","('y_loc', 6, 'Tim Duncan')","('y_loc', 6, 'Tony Parker')","('y_loc', 7, 'Danny Green')","('y_loc', 7, 'Kawhi Leonard')","('y_loc', 7, 'LaMarcus Aldridge')","('y_loc', 7, 'Tim Duncan')","('y_loc', 7, 'Tony Parker')","('y_loc', 8, 'Danny Green')","('y_loc', 8, 'Kawhi Leonard')","('y_loc', 8, 'LaMarcus Aldridge')","('y_loc', 8, 'Tim Duncan')","('y_loc', 8, 'Tony Parker')","('y_loc', 9, 'Danny Green')","('y_loc', 9, 'Kawhi Leonard')","('y_loc', 9, 'LaMarcus Aldridge')","('y_loc', 9, 'Tim Duncan')","('y_loc', 9, 'Tony Parker')","('y_loc', 10, 'Danny Green')","('y_loc', 10, 'Kawhi Leonard')","('y_loc', 10, 'LaMarcus Aldridge')","('y_loc', 10, 'Tim Duncan')","('y_loc', 10, 'Tony Parker')","('y_loc', 11, 'Danny Green')","('y_loc', 11, 'Kawhi Leonard')","('y_loc', 11, 'LaMarcus Aldridge')","('y_loc', 11, 'Tim Duncan')","('y_loc', 11, 'Tony Parker')","('y_loc', 12, 'Danny Green')","('y_loc', 12, 'Kawhi Leonard')","('y_loc', 12, 'LaMarcus Aldridge')","('y_loc', 12, 'Tim Duncan')","('y_loc', 12, 'Tony Parker')","('y_loc', 13, 'Danny Green')","('y_loc', 13, 'Kawhi Leonard')","('y_loc', 13, 'LaMarcus Aldridge')","('y_loc', 13, 'Tim Duncan')","('y_loc', 13, 'Tony Parker')","('y_loc', 14, 'Danny Green')","('y_loc', 14, 'Kawhi Leonard')","('y_loc', 14, 'LaMarcus Aldridge')","('y_loc', 14, 'Tim Duncan')","('y_loc', 14, 'Tony Parker')","('y_loc', 15, 'Danny Green')","('y_loc', 15, 'Kawhi Leonard')","('y_loc', 15, 'LaMarcus Aldridge')","('y_loc', 15, 'Tim Duncan')","('y_loc', 15, 'Tony Parker')","('y_loc', 16, 'Danny Green')","('y_loc', 16, 'Kawhi Leonard')","('y_loc', 16, 'LaMarcus Aldridge')","('y_loc', 16, 'Tim Duncan')","('y_loc', 16, 'Tony Parker')","('y_loc', 17, 'Danny Green')","('y_loc', 17, 'Kawhi Leonard')","('y_loc', 17, 'LaMarcus Aldridge')","('y_loc', 17, 'Tim Duncan')","('y_loc', 17, 'Tony Parker')","('y_loc', 18, 'Danny Green')","('y_loc', 18, 'Kawhi Leonard')","('y_loc', 18, 'LaMarcus Aldridge')","('y_loc', 18, 'Tim Duncan')","('y_loc', 18, 'Tony Parker')","('y_loc', 19, 'Danny Green')","('y_loc', 19, 'Kawhi Leonard')","('y_loc', 19, 'LaMarcus Aldridge')","('y_loc', 19, 'Tim Duncan')","('y_loc', 19, 'Tony Parker')","('y_loc', 20, 'Danny Green')","('y_loc', 20, 'Kawhi Leonard')","('y_loc', 20, 'LaMarcus Aldridge')","('y_loc', 20, 'Tim Duncan')","('y_loc', 20, 'Tony Parker')","('y_loc', 21, 'Danny Green')","('y_loc', 21, 'Kawhi Leonard')","('y_loc', 21, 'LaMarcus Aldridge')","('y_loc', 21, 'Tim Duncan')","('y_loc', 21, 'Tony Parker')","('y_loc', 22, 'Danny Green')","('y_loc', 22, 'Kawhi Leonard')","('y_loc', 22, 'LaMarcus Aldridge')","('y_loc', 22, 'Tim Duncan')","('y_loc', 22, 'Tony Parker')","('y_loc', 23, 'Danny Green')","('y_loc', 23, 'Kawhi Leonard')","('y_loc', 23, 'LaMarcus Aldridge')","('y_loc', 23, 'Tim Duncan')","('y_loc', 23, 'Tony Parker')","('y_loc', 24, 'Danny Green')","('y_loc', 24, 'Kawhi Leonard')","('y_loc', 24, 'LaMarcus Aldridge')","('y_loc', 24, 'Tim Duncan')","('y_loc', 24, 'Tony Parker')","('y_loc', 25, 'Danny Green')","('y_loc', 25, 'Kawhi Leonard')","('y_loc', 25, 'LaMarcus Aldridge')","('y_loc', 25, 'Tim Duncan')","('y_loc', 25, 'Tony Parker')","('y_loc', 26, 'Danny Green')","('y_loc', 26, 'Kawhi Leonard')","('y_loc', 26, 'LaMarcus Aldridge')","('y_loc', 26, 'Tim Duncan')","('y_loc', 26, 'Tony Parker')","('y_loc', 27, 'Danny Green')","('y_loc', 27, 'Kawhi Leonard')","('y_loc', 27, 'LaMarcus Aldridge')","('y_loc', 27, 'Tim Duncan')","('y_loc', 27, 'Tony Parker')","('y_loc', 28, 'Danny Green')","('y_loc', 28, 'Kawhi Leonard')","('y_loc', 28, 'LaMarcus Aldridge')","('y_loc', 28, 'Tim Duncan')","('y_loc', 28, 'Tony Parker')","('y_loc', 29, 'Danny Green')","('y_loc', 29, 'Kawhi Leonard')","('y_loc', 29, 'LaMarcus Aldridge')","('y_loc', 29, 'Tim Duncan')","('y_loc', 29, 'Tony Parker')","('y_loc', 30, 'Danny Green')","('y_loc', 30, 'Kawhi Leonard')","('y_loc', 30, 'LaMarcus Aldridge')","('y_loc', 30, 'Tim Duncan')","('y_loc', 30, 'Tony Parker')"
0,Kawhi Leonard,Kawhi Leonard,48.35668,38.59502,67.0606,68.30099,61.04661,51.66507,43.05546,70.8857,71.93341,65.27273000000001,54.756890000000006,47.44665,74.81229,75.3752,69.37629,57.275259999999996,51.65815,78.4177,78.60967,73.00832,59.33576,55.56984,81.1492,81.49559,76.45586999999999,60.81061,58.948409999999996,83.46964,83.38319,79.85686,61.53179,61.74504,85.17784,84.2022,83.33459,61.72133,64.0375,85.89455,84.34456,86.60714,61.72385,65.5049,85.98012,84.35591,89.15164,61.44381,65.68796999999999,85.48271,84.06551999999999,90.85401,60.84284,65.19046,84.68765,83.59403,91.72848,60.2095,64.47931,83.89492,82.76488,91.93137,59.562219999999996,63.179790000000004,83.07635,82.04529000000001,92.1313,59.21455,61.68196999999999,82.60556,81.83876,92.12274000000001,59.2719,60.67021,82.28745,81.73701,91.91519,59.768519999999995,60.56503000000001,82.5086,81.83335,91.77984000000001,61.24474,61.70434,83.35025999999999,82.19938,91.82839,63.61648,64.30381,84.29769,82.77988,92.1794,66.40914000000001,67.66124,85.22726,82.89048000000001,92.10343,69.75712,70.35831999999999,86.28183,82.10412,90.9793,73.43994,71.90293,87.72105,80.05096999999999,88.45067,76.87355,72.69849,88.84,76.95728000000001,84.87075,80.04777,73.36135999999999,89.30806,73.62669,81.45425,82.9823,73.29285,89.44829,70.23069,77.87445,84.91301,72.74191,89.26079,67.63799,73.90756999999999,85.65711999999999,72.31355,89.02313000000001,66.29541,69.80765,85.66843,71.97447,88.70897,65.45739,65.22617,85.26432,71.46067,88.27232,65.332,61.45405,84.64147,71.09853000000001,87.93964,66.67257,58.754819999999995,83.58534,71.10995,87.86719000000001,69.54276,56.879430000000006,19.167460000000002,42.68018,32.91066,18.144679999999997,29.51035,17.66178,43.510459999999995,34.34837,18.564339999999998,31.626340000000003,16.39965,43.77415,35.5793,18.24669,33.995329999999996,15.37646,43.605940000000004,36.85556,18.24929,36.866620000000005,14.50111,43.215270000000004,38.058859999999996,18.58641,39.572140000000005,13.72315,42.312529999999995,39.18958,18.77809,42.19943,12.72516,40.91113,40.0899,19.105,44.25014,11.48727,39.40842,40.89485,19.0874,45.52872,10.19266,38.21474,41.38292,18.28968,46.42208,9.08619,38.14847,42.12075,17.454729999999998,46.96472,8.69788,38.45443,43.23206,16.97344,47.123470000000005,9.22332,38.577059999999996,44.696940000000005,16.49995,46.8686,10.40151,38.66015,45.98069,16.5461,46.23406,12.050130000000001,38.3372,46.76822,16.9605,45.1299,14.058689999999999,38.121159999999996,47.385979999999996,17.44213,43.77309,15.802370000000002,38.43139,47.54445,17.96669,42.101409999999994,16.9469,38.7673,47.42858,18.5917,40.0048,17.00376,39.33785,47.25134,19.061429999999998,37.56735,15.57516,40.7651,47.360929999999996,19.78956,34.44781,13.543579999999999,42.24405,47.624990000000004,21.36896,31.0529,11.09587,42.946909999999995,47.483670000000004,22.19899,27.823,7.91091,43.22126,47.45303,22.08551,24.79491,4.72906,43.47291,47.7708,21.2177,21.86212,2.49804,43.944759999999995,47.9128,20.14554,19.25489,1.27319,44.621179999999995,47.81565,19.19254,16.92441,1.02708,45.42083,47.236909999999995,18.84541,15.455020000000001,1.17193,46.06883,46.48748,19.37635,15.47693,1.3259100000000001,46.36502,45.880959999999995,19.23624,16.432879999999997,1.5977299999999999,46.36206,45.30734,18.365579999999998,17.422320000000003,1.7095900000000002,46.08443,44.59401,17.7489,17.28678
1,Tony Parker,Tony Parker,64.84583,41.039320000000004,40.4459,57.78006,54.21957,70.26904,43.13797,43.82975,63.12953,58.091409999999996,75.53331,45.26092,47.2934,68.395,62.253969999999995,80.3146,47.422270000000005,50.80965,73.54932,66.19306999999999,84.23638000000001,49.74893,54.30543,78.32798000000001,69.74755,87.22341,51.934329999999996,57.64855,82.16445,72.82408000000001,89.10151,54.011219999999994,60.71136,84.77214000000001,75.32538000000001,89.33740999999999,56.14999,63.317640000000004,86.48135,77.39102,88.75849000000001,58.14334,65.38637,87.34172,79.23015,87.93296,59.83435,66.87985,87.56111999999999,80.93828,85.9845,61.3798,67.74053,87.71377,82.6444,84.09031999999999,62.87265,68.15826,87.50036,84.33649,82.25837,64.39336999999999,68.37189000000001,86.22346999999999,85.97389,80.23855999999999,65.82981,68.65172,84.57578000000001,87.3755,76.89648000000001,67.1707,69.4671,83.1038,88.30403000000001,73.4297,68.63257,70.05866999999999,81.94909,89.3159,71.99167,70.46254,69.58088000000001,80.78087,90.58496,73.29427,72.08036,68.96009000000001,80.07613,91.6657,75.58346,74.17534,68.11269,80.01262,93.01102,79.17367,76.34806999999999,67.29768,80.17772,94.1194,82.84099,78.80109,66.57264,79.2363,94.95912,85.79311,81.62869,66.34997,77.68012,93.93684,87.41355,84.40509,66.91035,76.37496,92.33806,87.22469,87.05829,67.80601999999999,75.61641,92.5397,86.21472,89.46999,68.75792,75.57073000000001,92.73686,84.46376,91.19065,69.71078,75.80969,92.53845,81.10231,91.74448000000001,70.74739,76.11477,92.29875,77.02553,91.74856,71.78278,76.83369,92.43661,73.56173000000001,91.54123,72.77141,77.97787,92.7943,71.50778000000001,91.07144,73.98137,79.15326999999999,93.09358,18.57465,30.58323,22.558139999999998,22.05704,28.02365,19.59965,32.36714,21.900470000000002,22.19686,29.032190000000003,21.674210000000002,33.75238,21.67215,22.3315,30.37446,24.00028,34.701840000000004,21.87357,22.514039999999998,32.1511,26.28162,35.43183,22.34265,22.886689999999998,34.13412,28.227040000000002,36.28764,22.86158,23.147489999999998,36.377159999999996,29.088279999999997,37.10314,23.45276,23.32081,38.58524,27.704990000000002,37.81462,24.213720000000002,23.009929999999997,40.757290000000005,26.23566,38.59981,25.04999,22.536929999999998,42.61373,25.9887,39.00538,25.98365,22.50633,44.323840000000004,24.24416,39.31098,27.24062,21.59158,45.59319,22.108929999999997,39.71111,28.182920000000003,19.43113,46.113820000000004,21.52885,39.97687,29.01619,16.780479999999997,46.121790000000004,21.03199,40.17637,29.78006,14.329529999999998,45.49388,19.07314,40.72115,30.04069,12.249310000000001,44.27707,16.103360000000002,41.544470000000004,29.5459,10.86612,42.71685,12.13238,42.66287,28.5353,9.95857,40.52856,8.986360000000001,43.47671,27.377309999999998,9.95076,38.60187,5.83066,43.9924,25.31673,10.04518,36.04916,3.9470199999999998,44.24539,23.37971,9.553460000000001,32.58393,3.7683,44.08977,21.02272,8.810789999999999,28.443620000000003,5.00387,43.35669,18.902810000000002,8.77555,24.24854,6.74105,42.03535,17.40841,9.279110000000001,21.10311,7.63455,39.87982,16.4974,9.78552,19.35313,7.89116,37.229729999999996,16.230220000000003,10.06742,18.289279999999998,8.075460000000001,34.3121,16.28904,10.61508,17.5769,8.204419999999999,31.16142,16.40557,11.35752,17.24876,9.34549,27.90305,16.598110000000002,12.26887,17.35105,12.0836,24.25205,16.83191,13.258429999999999,17.71151,15.818929999999998,21.16777,17.17814,13.86525,18.101229999999997
2,Tony Parker,Kawhi Leonard,64.84583,41.039320000000004,40.4459,57.78006,54.21957,70.26904,43.13797,43.82975,63.12953,58.091409999999996,75.53331,45.26092,47.2934,68.395,62.253969999999995,80.3146,47.422270000000005,50.80965,73.54932,66.19306999999999,84.23638000000001,49.74893,54.30543,78.32798000000001,69.74755,87.22341,51.934329999999996,57.64855,82.16445,72.82408000000001,89.10151,54.011219999999994,60.71136,84.77214000000001,75.32538000000001,89.33740999999999,56.14999,63.317640000000004,86.48135,77.39102,88.75849000000001,58.14334,65.38637,87.34172,79.23015,87.93296,59.83435,66.87985,87.56111999999999,80.93828,85.9845,61.3798,67.74053,87.71377,82.6444,84.09031999999999,62.87265,68.15826,87.50036,84.33649,82.25837,64.39336999999999,68.37189000000001,86.22346999999999,85.97389,80.23855999999999,65.82981,68.65172,84.57578000000001,87.3755,76.89648000000001,67.1707,69.4671,83.1038,88.30403000000001,73.4297,68.63257,70.05866999999999,81.94909,89.3159,71.99167,70.46254,69.58088000000001,80.78087,90.58496,73.29427,72.08036,68.96009000000001,80.07613,91.6657,75.58346,74.17534,68.11269,80.01262,93.01102,79.17367,76.34806999999999,67.29768,80.17772,94.1194,82.84099,78.80109,66.57264,79.2363,94.95912,85.79311,81.62869,66.34997,77.68012,93.93684,87.41355,84.40509,66.91035,76.37496,92.33806,87.22469,87.05829,67.80601999999999,75.61641,92.5397,86.21472,89.46999,68.75792,75.57073000000001,92.73686,84.46376,91.19065,69.71078,75.80969,92.53845,81.10231,91.74448000000001,70.74739,76.11477,92.29875,77.02553,91.74856,71.78278,76.83369,92.43661,73.56173000000001,91.54123,72.77141,77.97787,92.7943,71.50778000000001,91.07144,73.98137,79.15326999999999,93.09358,18.57465,30.58323,22.558139999999998,22.05704,28.02365,19.59965,32.36714,21.900470000000002,22.19686,29.032190000000003,21.674210000000002,33.75238,21.67215,22.3315,30.37446,24.00028,34.701840000000004,21.87357,22.514039999999998,32.1511,26.28162,35.43183,22.34265,22.886689999999998,34.13412,28.227040000000002,36.28764,22.86158,23.147489999999998,36.377159999999996,29.088279999999997,37.10314,23.45276,23.32081,38.58524,27.704990000000002,37.81462,24.213720000000002,23.009929999999997,40.757290000000005,26.23566,38.59981,25.04999,22.536929999999998,42.61373,25.9887,39.00538,25.98365,22.50633,44.323840000000004,24.24416,39.31098,27.24062,21.59158,45.59319,22.108929999999997,39.71111,28.182920000000003,19.43113,46.113820000000004,21.52885,39.97687,29.01619,16.780479999999997,46.121790000000004,21.03199,40.17637,29.78006,14.329529999999998,45.49388,19.07314,40.72115,30.04069,12.249310000000001,44.27707,16.103360000000002,41.544470000000004,29.5459,10.86612,42.71685,12.13238,42.66287,28.5353,9.95857,40.52856,8.986360000000001,43.47671,27.377309999999998,9.95076,38.60187,5.83066,43.9924,25.31673,10.04518,36.04916,3.9470199999999998,44.24539,23.37971,9.553460000000001,32.58393,3.7683,44.08977,21.02272,8.810789999999999,28.443620000000003,5.00387,43.35669,18.902810000000002,8.77555,24.24854,6.74105,42.03535,17.40841,9.279110000000001,21.10311,7.63455,39.87982,16.4974,9.78552,19.35313,7.89116,37.229729999999996,16.230220000000003,10.06742,18.289279999999998,8.075460000000001,34.3121,16.28904,10.61508,17.5769,8.204419999999999,31.16142,16.40557,11.35752,17.24876,9.34549,27.90305,16.598110000000002,12.26887,17.35105,12.0836,24.25205,16.83191,13.258429999999999,17.71151,15.818929999999998,21.16777,17.17814,13.86525,18.101229999999997
3,Tony Parker,Danny Green,64.84583,41.039320000000004,40.4459,57.78006,54.21957,70.26904,43.13797,43.82975,63.12953,58.091409999999996,75.53331,45.26092,47.2934,68.395,62.253969999999995,80.3146,47.422270000000005,50.80965,73.54932,66.19306999999999,84.23638000000001,49.74893,54.30543,78.32798000000001,69.74755,87.22341,51.934329999999996,57.64855,82.16445,72.82408000000001,89.10151,54.011219999999994,60.71136,84.77214000000001,75.32538000000001,89.33740999999999,56.14999,63.317640000000004,86.48135,77.39102,88.75849000000001,58.14334,65.38637,87.34172,79.23015,87.93296,59.83435,66.87985,87.56111999999999,80.93828,85.9845,61.3798,67.74053,87.71377,82.6444,84.09031999999999,62.87265,68.15826,87.50036,84.33649,82.25837,64.39336999999999,68.37189000000001,86.22346999999999,85.97389,80.23855999999999,65.82981,68.65172,84.57578000000001,87.3755,76.89648000000001,67.1707,69.4671,83.1038,88.30403000000001,73.4297,68.63257,70.05866999999999,81.94909,89.3159,71.99167,70.46254,69.58088000000001,80.78087,90.58496,73.29427,72.08036,68.96009000000001,80.07613,91.6657,75.58346,74.17534,68.11269,80.01262,93.01102,79.17367,76.34806999999999,67.29768,80.17772,94.1194,82.84099,78.80109,66.57264,79.2363,94.95912,85.79311,81.62869,66.34997,77.68012,93.93684,87.41355,84.40509,66.91035,76.37496,92.33806,87.22469,87.05829,67.80601999999999,75.61641,92.5397,86.21472,89.46999,68.75792,75.57073000000001,92.73686,84.46376,91.19065,69.71078,75.80969,92.53845,81.10231,91.74448000000001,70.74739,76.11477,92.29875,77.02553,91.74856,71.78278,76.83369,92.43661,73.56173000000001,91.54123,72.77141,77.97787,92.7943,71.50778000000001,91.07144,73.98137,79.15326999999999,93.09358,18.57465,30.58323,22.558139999999998,22.05704,28.02365,19.59965,32.36714,21.900470000000002,22.19686,29.032190000000003,21.674210000000002,33.75238,21.67215,22.3315,30.37446,24.00028,34.701840000000004,21.87357,22.514039999999998,32.1511,26.28162,35.43183,22.34265,22.886689999999998,34.13412,28.227040000000002,36.28764,22.86158,23.147489999999998,36.377159999999996,29.088279999999997,37.10314,23.45276,23.32081,38.58524,27.704990000000002,37.81462,24.213720000000002,23.009929999999997,40.757290000000005,26.23566,38.59981,25.04999,22.536929999999998,42.61373,25.9887,39.00538,25.98365,22.50633,44.323840000000004,24.24416,39.31098,27.24062,21.59158,45.59319,22.108929999999997,39.71111,28.182920000000003,19.43113,46.113820000000004,21.52885,39.97687,29.01619,16.780479999999997,46.121790000000004,21.03199,40.17637,29.78006,14.329529999999998,45.49388,19.07314,40.72115,30.04069,12.249310000000001,44.27707,16.103360000000002,41.544470000000004,29.5459,10.86612,42.71685,12.13238,42.66287,28.5353,9.95857,40.52856,8.986360000000001,43.47671,27.377309999999998,9.95076,38.60187,5.83066,43.9924,25.31673,10.04518,36.04916,3.9470199999999998,44.24539,23.37971,9.553460000000001,32.58393,3.7683,44.08977,21.02272,8.810789999999999,28.443620000000003,5.00387,43.35669,18.902810000000002,8.77555,24.24854,6.74105,42.03535,17.40841,9.279110000000001,21.10311,7.63455,39.87982,16.4974,9.78552,19.35313,7.89116,37.229729999999996,16.230220000000003,10.06742,18.289279999999998,8.075460000000001,34.3121,16.28904,10.61508,17.5769,8.204419999999999,31.16142,16.40557,11.35752,17.24876,9.34549,27.90305,16.598110000000002,12.26887,17.35105,12.0836,24.25205,16.83191,13.258429999999999,17.71151,15.818929999999998,21.16777,17.17814,13.86525,18.101229999999997
